OTSIKKO,VM.,AJETTU,HINTA,URL
BMW 535 A F07 Gran Turismo ** Runsas varustus **,2011,165000,26900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 520 F10 Sedan 520i TwinPower Turbo / ALV- / Webasto / ...,2016,121000,27580,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 528 F10 Sedan 528i A xDrive Business Luxury, Black ...",2014,76000,27800,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 528 i xDrive A TwinPower Tbo Sport F10 Sedan,2012,142000,27900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 535 A F10 Sedan ** Adapt. vak / HUD / Soft-Close / ...,2010,137000,28900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 550 i xDrive Sport A F10 Sedan, Siisti, Aktiivi-cruise, ...",2010,120000,29800,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 550 SportsA F10 Sedan,2011,129000,29900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja F11 Touring 528i TP A xDrive Bsn Automat,2014,68000,31900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 550 i xDrive Sports A F10 Sedan,2011,129000,32900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 535 535i xDRIVE Sedan (AA) 4ov *M-look *HUD *Harman/Kard...,2013,133000,32900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 520 G31 Touring 520i A Business Sport ** 1-Omistaja / ...,2018,103000,35900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja 530e A G30 Sedan Charged Edition Plug-in hybrid ...,2019,55000,38490,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 530 G30 Sedan 530i A xDrive Business Comfort ** BPS ...,2017,82000,38500,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 530 G30 Sedan 530i A Business Comfort **Winter paketti, ...",2017,107000,38900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja 530 G30 Sedan 530i A xDrive Business - BPS ...,2018,40000,39390,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 5-sarja G30 Sedan 530e A Charged Edition **SUOMI AUTO, ...",2018,73000,39400,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 530 i Sportline | Head-Up | Nahat | 252hv,2019,99500,40900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 530 G30 Sedan 530i A xDrive Business Comfort *** ...,2017,71000,40990,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 530 G30 Sedan 530e A Charged Edition M Sport, 19"" ...",2018,50000,41800,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja 530e A G30 Sedan Charged Edition - Tyylikäs ...,2018,35700,41890,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja G30 Sedan 520i A Business Sport - Ajamisen iloa ...,2020,8014,42390,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja 530 G30 Sedan 530e A Charged Edition Sport ...,2019,50000,42890,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 530 G30 Sedan 530i A Business Comfort - *1-om *Suomiauto...,2017,55600,43900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 5-sarja 520 G30 Sedan 520i A Business Sport, PROFFA ...",2020,19000,44990,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja G30 Sedan 520i A Business Sport - Hieno ...,2020,9300,46290,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 530 G30 Sedan 530i A xDrive Business Comfort M-SPORT / ...,2018,58000,46890,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 530 G30 Sedan 530i A xDrive Business M-Sport (Navi, ...",2017,51000,46900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 520 G31 Touring 520i A Business Sport *BPS-Takuu 24 ...,2020,4000,46900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 530 G30 Sedan 530e A xDrive Business Sport / Osanahka / ...,2020,9000,46900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 5-sarja G31 Touring 530i A xDrive Business Sport, ...",2018,77000,47890,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja G30 Sedan 520i Comfort Sport Ltd Edition ...,2019,2000,49500,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 520 Touring Sport L Touring JT91,2020,9705,51600,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 520 G31 Touring 520i A Business Sport,2020,4000,51900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 540 G30 Sedan 540i A xDrive ** 1-Om / Huippuvarusteet / ...,2017,87000,53900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 540 540ixA Sedan Sport Line huippuvarusteilla! Vaihto ...,2018,150000,54999,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 540 540ia Touring xDrive Luxury Line. Huippuvarusteet! ...,2018,113500,56999,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 530 G30 Sedan 530e xDrive Hps päällä!! M-Sport Aktiivi ...,2020,32000,57900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja G30 Sedan 520i A MHEV M Sport - Erittäin ...,2021,5000,59900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 530 G31 Touring 530e xDrive A Charged Edition *** BMW ...,2021,5000,59900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja G30 Sedan 530e xDrive A Charged Edition Sport - ...,2020,0,61900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja G30 Sedan 530e xDrive Charged Edition - ...,2020,6900,62900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 530 G30 Sedan 530e xDrive A Charged Edition M Sport, ...",2020,8000,62900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja G30 Sedan 530e xDrive A Charged Edition Sport - ...,2020,0,62900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 5-sarja 540 iA xDrive G30 Sedan Business Comfort, M ...",2018,46300,66390,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja 5-sarja G30 Sedan 530e xDrive A Charged Edition ...,2020,7120,66900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja 5-sarja G30 Sedan 530e xDrive,2021,0,69000,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja 5-sarja G30 Sedan 530e xDrive A Charged Edition ...,2021,0,69670,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja 5-sarja G31 Touring 530e xDrive A Charged ...,2021,0,69768,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 540 i 540 G30 A M Sport Performance *RAHOITUSKAMPANJA! ...,2017,59000,69970,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 5-sarja 5-sarja G30 Sedan 545e xDrive A Charged Edition ...,2021,2530,83900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 545 G30 Sedan 545e xDrive A Charged Edition M Sport,2021,0,89635,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"BMW 550 G30 xDrive Aut. Harman&Kardon, HUD, Kattoluukku,",2017,47000,94900,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
BMW 550 xDrive 462hv G30 Aut + Nahat + Navi + Harman/Kardon ...,2017,62000,99800,https://www.autotalli.com/vaihtoautot/listaa/bmw/5-sarja/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant 1,8 TFSI 88 kW multitronic Business",2010,200771,6600,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant 1,8 TFSI 88 kW multitronic Businesss Plus ** ...",2011,297000,7900,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan 1,8 TFSI 88",2010,234000,8950,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan 1,8 TFSI 118 kW multitronic",2010,204000,8990,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan 1,8 TFSI multitronic Business",2010,193000,9900,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant 1,8 TFSI multitronic Le Mans, webastolla ...",2010,206000,10700,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant 1,8 TFSI 88 kW multitronic Pro Businesss Plus",2011,161000,10800,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan 2,0 TFSI 210 hv Quattro Alpine Pro",2011,237000,10900,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant 1,8 TFSI quattro Business",2011,213500,11900,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan 1,8 TFSI 88 kW Business",2010,105000,12400,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan 1,8 TFSI 88 kW Business",2010,100000,12450,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant 2,0 TFSI multitronic Business *Sport-istuimet*",2011,172000,12800,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 ALLROAD QUATTRO 2,0 TFSI 155kw quattro S tronic ...",2010,227000,12900,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 ALLROAD 2,0 TFSI 155 quattro S/S! Suomi! Täydell.H-K...",2010,204000,13450,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Audi A4 *NELIVETO*1.8TFSI Sedan Business quattro (MY13) ...,2012,191800,13490,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant 1,8 TFSI 120hv multitronic Pro Businesss ...",2012,102000,13850,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan Business 1,8 TFSI 125 kW quattro*SPORTTIPENKIT...",2012,191000,13850,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan Pro Business 1,8 TFSI 88 kW multitronic - ...",2013,142000,13950,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 *TEHOKAS* Avant 2,0 TFSI 155 quattro 30v S tronic. ...",2010,183000,14190,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant Business Sport 1,8 TFSI 88 kW S Line *** ...",2014,182000,14390,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan 1,8 TFSI 88 Busin+ (VM12)",2011,110000,14500,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan Busin 1,8 TFSI 125 (MY13)",2012,152000,14500,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Audi A4 2.0 TFSI 132kW Sedan quattro *VÄHÄN AJETTU* - ...,2011,108000,14750,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant Business 1,8 TFSI 125",2013,146000,14800,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant Business 1,8 TFSI 125 kW *** ., J. kotiintoimi...",2013,159000,14880,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant 1,8 TFSI 88 kW multitronic Pro Businesss Plu",2011,100385,14900,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
Audi A4 Avant 2.0 TFSI Quattro S-tronic Alpine Pro,2011,157000,15600,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant Business 1,8 TFSI 125 kW multitronic ** ...",2013,147000,15800,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan Business 1,8 TFSI 125 kW multitronic",2012,125000,15800,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan Business 1,8 TFSI 125 kW multitronic",2013,130000,15900,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan Business 1,8 TFSI 125 kW",2012,114000,15990,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant Business 1,8 TFSI 88 kW multitronic S-LINE ** ...",2013,136000,16400,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant Business 1,8 TFSI 125 kW multitronic",2012,105000,16400,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Avant Sport S-Line 1,8 TFSI 125 kW quattro / S-line ...",2015,196000,16790,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan Business Alpine Pro 1,8 TFSI 125 kW quattro ...",2013,157000,16800,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan 1,8 TFSI quattro Business //SPECIAL-KORKOTARJO...",2011,104864,16880,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
"Audi A4 Sedan Business 1,8 TFSI 125 kW multitronic",2013,91000,16900,https://www.autotalli.com/vaihtoautot/listaa/audi/a4/polttoaine/bensiini/vuosimalli_min/2010/max_osumia/100/jarjestys/current_price:asc
